HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,FamilyNumber,TotalExpenses,Corridor,Room,Side
Earth,1,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,Shanie Simson,0151,0.0,G,20,P
Earth,0,TRAPPIST-1e,25.0,0,0.0,0.0,251.0,0.0,552.0,Lewise Burchard,0331,803.0,F,72,P
Earth,0,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,Ebonyd Lynnerett,1651,0.0,G,266,P
Mars,0,TRAPPIST-1e,37.0,0,1094.0,2.0,26.0,34.0,1.0,Blesh Fiha,0425,1157.0,F,96,P
Europa,0,TRAPPIST-1e,36.0,0,994.0,526.0,0.0,7.0,1279.0,Furuson Sysilstict,6708,2806.0,A,67,P
Mars,1,55 Cancri e,53.0,0,0.0,0.0,0.0,0.0,0.0,Wheard Quith,5592,0.0,F,1161,P
Earth,0,TRAPPIST-1e,25.0,0,322.0,0.0,81.0,3.0,298.0,Berna Georgasey,5182,704.0,G,836,P
Mars,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,Cinst Saste,7778,0.0,E,510,S
Europa,0,55 Cancri e,25.0,0,0.0,3512.0,20.0,24.0,1459.0,Edar Speery,7014,5015.0,C,257,S
Earth,0,PSO J318.5-22,19.0,0,577.0,169.0,0.0,7.0,0.0,Dian Holcompson,6369,753.0,F,1318,P
Earth,0,TRAPPIST-1e,23.0,0,1.0,700.0,0.0,7.0,136.0,Luison Villenson,7902,844.0,G,1276,P
Earth,0,PSO J318.5-22,24.0,0,61.0,0.0,0.0,0.0,1495.0,Noname Gouldensen,6675,1556.0,E,427,P
Earth,0,TRAPPIST-1e,26.0,0,178.0,0.0,3.0,0.0,704.0,Noname Mulley,5698,885.0,G,923,S
Earth,0,TRAPPIST-1e,22.0,0,1.0,2.0,243.0,0.0,484.0,Gillie Crosbornes,8373,730.0,F,1606,S
Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Soyos Kra,2919,0.0,F,555,S
Europa,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,Alatrin Sprender,2067,0.0,C,70,P
Earth,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,Chelsa Bullisey,9274,0.0,G,1508,P
Europa,0,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,Aldun Ricete,3478,0.0,B,111,P
Mars,1,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,Stech Mane,3390,0.0,F,643,S
Europa,0,55 Cancri e,41.0,0,35.0,6103.0,0.0,180.0,160.0,Grum Chocaters,4446,6478.0,B,175,S
Earth,0,55 Cancri e,13.0,0,0.0,1501.0,23.0,5.0,163.0,Glenry Malliamsey,9118,1692.0,E,585,P
Europa,1,55 Cancri e,18.0,0,0.0,30.0,0.0,67.0,2790.0,Taurius Objeciane,4066,2887.0,B,155,S
Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,Jeron Ington,8329,0.0,G,1357,P
Earth,0,TRAPPIST-1e,22.0,0,4.0,0.0,72.0,21.0,600.0,Marvey Coopelandez,8584,697.0,F,1655,S
Earth,0,TRAPPIST-1e,23.0,0,226.60033250207815,282.0,0.0,0.0,71.0,Aarone Sweett,4440,353.0,F,911,P
Earth,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Poloos Jamad,4451,0.0,F,914,P
Mars,0,PSO J318.5-22,32.0,1,494.0,701.0,71.0,0.0,0.0,Set Butte,0836,1266.0,F,160,S
Earth,0,TRAPPIST-1e,28.0,0,804.0,2.0,13.0,0.0,62.0,Terta Villenson,2593,881.0,G,421,P
Earth,0,55 Cancri e,42.0,0,0.0,0.0,739.0,0.0,0.0,Wenten Carrishley,0823,739.0,G,123,S
Europa,0,TRAPPIST-1e,49.0,0,0.0,104.0,809.0,3668.0,7.0,Iononus Metiveal,3406,4588.0,C,112,P
Mars,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Flynx Blie,0133,0.0,F,29,S
Earth,0,TRAPPIST-1e,18.0,0,128.0,37.0,626.0,0.0,5.0,Lindy Bradamss,2318,796.0,F,470,P
Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Johna Garnes,6982,0.0,G,1128,P
Earth,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,Heidie Kimpson,7134,0.0,G,1148,P
Mars,0,55 Cancri e,35.0,0,319.0,0.0,6331.0,8.0,0.0,Murs Panie,8491,6658.0,F,1635,S
Europa,0,TRAPPIST-1e,52.0,0,0.0,3275.0,111.0,51.0,18.0,Shaton Ineedeve,4625,3455.0,B,183,S
Earth,0,TRAPPIST-1e,11.0,0,0.0,1.0,13.0,0.0,873.0,Wen Woodwin,0984,887.0,G,150,S
Earth,0,TRAPPIST-1e,17.0,0,584.0,738.0,54.0,0.0,621.0,Alber Lopelases,2486,1997.0,F,513,P
Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Hamus Grean,8964,0.0,F,1734,S
Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,Alcorix Scoudelle,3909,0.0,C,141,S
Mars,0,TRAPPIST-1e,28.0,0,120.0,8.0,1128.0,1.0,7.0,Hocops Datty,1330,1264.0,D,46,S
Earth,0,TRAPPIST-1e,22.0,0,37.0,3.0,0.0,305.0,581.0,Mon Marson,4739,926.0,G,773,S
Earth,0,TRAPPIST-1e,30.0,0,0.0,192.0,0.0,565.0,0.0,Valey Schmondez,1246,757.0,G,185,P
Earth,0,TRAPPIST-1e,24.0,0,3.0,1018.0,687.0,50.0,306.23469727212245,Joanny Roses,4954,1758.0,G,808,S
Earth,1,55 Cancri e,0.0,0,0.0,0.0,0.0,0.0,0.0,Kaye Cofferson,3923,0.0,G,642,P
Earth,1,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,Nicey Chardst,0474,0.0,G,69,S
Mars,1,TRAPPIST-1e,43.0,0,0.0,0.0,0.0,0.0,0.0,Pros Leste,7475,0.0,F,1545,P
Earth,0,TRAPPIST-1e,21.0,0,894.0,1.0,0.0,61.0,26.0,Russey Dillips,1467,982.0,E,111,S
Europa,0,TRAPPIST-1e,26.0,0,0.0,170.0,0.0,3718.0,0.0,Bahoton Clumshangs,1540,3888.0,C,55,P
Earth,0,TRAPPIST-1e,13.0,0,28.0,396.0,367.0,0.0,0.0,Heryle Hurchrisong,6014,791.0,E,395,S
Europa,1,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,Weid Dishocatal,1127,0.0,B,43,S
Earth,0,TRAPPIST-1e,12.0,0,0.0,0.0,0.0,0.0,0.0,Pamont Navages,9157,0.0,G,1476,S
Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Kenny Swanardy,3519,0.0,G,577,P
Earth,0,TRAPPIST-1e,48.0,0,38.0,0.0,23.0,722.0,1.0,Idarry Prestonard,9013,784.0,G,1461,P
Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,5.0,756.0,0.0,Karia Davens,3974,761.0,F,752,S
Mars,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,Tights Mele,4017,0.0,E,269,S
Europa,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,Sinon Kiling,0992,0.0,D,35,S
Earth,1,PSO J318.5-22,25.0,0,0.0,0.0,0.0,0.0,0.0,Weslie Wolferton,6850,0.0,G,1113,P
Europa,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,Weion Exibuctich,1959,0.0,C,66,P
Earth,1,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0,Blance Kiddley,8261,0.0,G,1343,P
Europa,0,TRAPPIST-1e,31.0,0,0.0,87.0,0.0,2263.0,224.0,Zinor Axlentindy,7905,2574.0,C,296,S
Earth,0,55 Cancri e,11.0,0,0.0,0.0,0.0,0.0,0.0,Valex Munozanson,4498,0.0,G,734,S
Earth,0,TRAPPIST-1e,51.0,0,406.0,0.0,53.0,0.0,350.0,Tera Trankliney,3810,809.0,G,624,S
Earth,0,TRAPPIST-1e,25.0,0,131.0,124.0,408.0,196.0,9.0,Leony Wardendez,7872,868.0,F,1633,P
Earth,0,55 Cancri e,25.0,0,76.0,600.0,0.0,0.0,25.0,Sanney Gaineyerson,6758,701.0,F,1403,P
Earth,0,TRAPPIST-1e,15.0,0,0.0,951.0,128.0,0.0,0.0,Karene Pecketton,2145,1079.0,F,425,P
Earth,0,TRAPPIST-1e,21.0,0,0.0,70.0,2.0,0.0,486.0,Frandy Cartiz,7370,558.0,F,1525,P
Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Panter Mepie,6598,0.0,F,1263,S
Earth,0,TRAPPIST-1e,51.0,0,90.0,0.0,0.0,881.0,0.0,Feryla Webstephrey,3467,971.0,F,712,P
Europa,0,55 Cancri e,54.0,0,0.0,37.0,0.0,4689.0,0.0,Tarrak Simous,2790,4726.0,B,86,P
Earth,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Allene Mccarveymon,3499,0.0,G,574,P
Europa,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,Photons Pickleve,5254,0.0,B,202,S
Earth,0,PSO J318.5-22,15.0,0,0.0,0.0,9.0,0.0,952.0,Ianya Powery,7344,961.0,F,1413,S
Earth,0,TRAPPIST-1e,16.0,0,45.0,0.0,622.0,0.0,564.0,Kimena Cartyernan,6443,1231.0,F,1229,S
Earth,0,TRAPPIST-1e,26.0,0,42.0,1539.0,3.0,0.0,0.0,Billex Jacostaffey,0006,1584.0,F,2,S
Earth,0,TRAPPIST-1e,42.0,0,16.0,0.0,799.0,0.0,37.0,Elany Prickmantes,3223,852.0,G,523,P
Earth,0,TRAPPIST-1e,18.0,0,0.0,733.0,0.0,0.0,0.0,Bethew Lewintos,3613,733.0,F,748,P
Earth,0,55 Cancri e,18.0,0,1471.0,59.0,95.0,1109.0,330.0,Jessica Blackwell,5091,3064.0,F,973,S
Earth,0,TRAPPIST-1e,20.0,0,0.0,0.0,4.0,35.0,769.0,Carlie Kirks,2082,808.0,G,335,P
Europa,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,Dabik Praugnox,5959,0.0,D,181,S
Earth,1,PSO J318.5-22,17.0,0,0.0,0.0,0.0,0.0,0.0,Alfrey Santry,1731,0.0,G,281,P
Mars,0,TRAPPIST-1e,16.0,0,1032.0,0.0,267.0,0.0,0.0,Koat Kie,8850,1299.0,E,580,S
Earth,0,55 Cancri e,14.0,0,0.0,184.0,16.0,1234.0,0.0,Katen Vandez,7486,1434.0,G,1210,P
Earth,0,PSO J318.5-22,50.0,0,199.0,0.0,182.0,0.0,306.23469727212245,Philda Cookson,6227,381.0,F,1192,S
Europa,0,TRAPPIST-1e,36.0,0,0.0,3206.0,0.0,698.0,72.0,Ranons Ingent,2215,3976.0,A,27,S
Earth,0,TRAPPIST-1e,18.0,0,1.0,56.0,0.0,602.0,205.0,Harlen Gilesonston,3384,864.0,F,699,P
Earth,0,TRAPPIST-1e,27.0,0,12.0,0.0,0.0,873.0,0.0,Vandy Pittler,6175,885.0,G,1000,P
Earth,0,TRAPPIST-1e,25.0,0,7.0,0.0,0.0,877.0,0.0,Antony Frederry,2403,884.0,G,388,S
Earth,0,TRAPPIST-1e,18.0,0,341.0,0.0,332.0,102.0,0.0,Shelle Simmonders,1562,775.0,F,306,P
Earth,0,PSO J318.5-22,23.0,0,0.0,471.0,120.0,13.0,6.0,Alvira Cleachrand,8930,610.0,F,1725,S
Europa,0,55 Cancri e,22.0,0,0.0,5183.0,0.0,1080.0,2.0,Dirfak Oppressive,2019,6265.0,B,83,S
Earth,0,TRAPPIST-1e,21.0,0,120.0,235.0,0.0,314.1307461692205,0.0,Dia Loway,3704,355.0,F,699,S
Earth,1,TRAPPIST-1e,61.0,0,0.0,0.0,0.0,0.0,0.0,Fayel Rushorney,6052,0.0,G,980,P
Earth,1,PSO J318.5-22,42.0,0,0.0,0.0,0.0,0.0,0.0,Regory Wilsoney,3984,0.0,G,654,S
Earth,0,TRAPPIST-1e,18.0,0,0.0,402.0,2027.0,0.0,0.0,Hencey Casez,2159,2429.0,F,424,S
Earth,0,TRAPPIST-1e,29.0,0,646.0,91.0,13.0,0.0,0.0,Gayla Charpelaney,4294,750.0,G,702,S
Earth,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,France Anthompson,8486,0.0,G,1360,S
Earth,0,TRAPPIST-1e,45.0,0,198.0,454.0,1.0,0.0,4.0,Heremy Lewinez,8821,657.0,E,565,P
Europa,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Achira Capplid,7503,0.0,B,283,S
Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,Margio Lardsonald,2846,0.0,G,452,S
Europa,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,Eleonon Presstic,1193,0.0,B,50,S
Europa,1,55 Cancri e,25.0,0,0.0,0.0,0.0,0.0,0.0,Kyle Cowan,5897,0.0,C,221,S
Earth,0,TRAPPIST-1e,47.0,0,0.0,444.0,328.0,56.0,306.23469727212245,Gerly Gaineyerson,1942,828.0,G,312,P
Mars,0,TRAPPIST-1e,28.0,0,1708.0,466.7652925531915,65.0,1.0,0.0,Chones Grean,8964,1774.0,F,1734,S
Europa,0,55 Cancri e,26.0,0,0.0,3593.0,47.0,19.0,229.0,Hamakan Namsheary,4603,3888.0,C,171,S
Mars,0,TRAPPIST-1e,32.0,1,0.0,0.0,0.0,0.0,0.0,Flakes Dutte,8905,0.0,E,570,P
Europa,0,TRAPPIST-1e,31.0,0,0.0,46.0,0.0,209.0,2908.0,Cheleon Dedentive,4427,3163.0,D,141,S
Earth,0,TRAPPIST-1e,32.0,0,2756.0,125.0,9.0,0.0,103.0,Nicey Merce,4977,2993.0,F,945,S
Earth,0,TRAPPIST-1e,19.0,0,0.0,4.0,109.0,0.0,671.0,Regana Gordond,1309,784.0,F,264,P
Earth,1,PSO J318.5-22,33.0,0,0.0,0.0,0.0,0.0,0.0,Melice Briggston,9128,0.0,G,1484,P
Earth,0,TRAPPIST-1e,26.0,0,401.0,0.0,693.0,62.0,0.0,Delley Moodson,1979,1156.0,F,376,S
Earth,0,55 Cancri e,42.0,0,526.0,2.0,28.0,161.0,306.23469727212245,Lorey Wiggs,2452,717.0,F,470,S
Europa,0,TRAPPIST-1e,25.0,1,1.0,4298.0,0.0,0.0,2.0,Alphact Gealter,7712,4301.0,A,93,S
Earth,0,TRAPPIST-1e,21.0,0,0.0,6.0,0.0,593.0,0.0,Dandy Blancoy,8961,599.0,F,1839,P
Earth,0,TRAPPIST-1e,19.0,0,857.0,0.0,0.0,0.0,0.0,Ermank Benderez,4369,857.0,F,820,S
Earth,0,TRAPPIST-1e,15.0,0,348.0,1627.0,0.0,0.0,0.0,Erie Mccarry,5687,1975.0,F,1179,P
Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Bony Mathison,8291,0.0,G,1339,S
Europa,0,TRAPPIST-1e,29.0,0,0.0,4118.0,0.0,715.0,3139.0,Chargin Chocaters,0428,7972.0,C,16,S
Europa,0,55 Cancri e,59.0,0,8.0,1563.0,0.0,73.0,31.0,Hekark Diateous,1724,1675.0,A,21,S
Earth,0,TRAPPIST-1e,23.0,0,339.0,754.0,7.0,0.0,0.0,Ward Alvasquez,3856,1100.0,F,726,S
Europa,0,55 Cancri e,39.0,0,0.0,0.0,0.0,1854.0,171.0,Alcoran Clugeammy,5931,2025.0,A,56,P
Earth,0,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,Nica Berreranks,2908,0.0,G,464,S
Earth,0,TRAPPIST-1e,26.0,0,0.0,79.0,53.0,314.1307461692205,0.0,Arllia Sweenez,7808,132.0,G,1256,P
Mars,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,Noname Hacle,6894,0.0,F,1319,S
Europa,0,TRAPPIST-1e,18.0,0,0.0,1878.0,0.0,18572.0,10028.0,Mirfar Optionful,8556,30478.0,B,280,P
Earth,0,55 Cancri e,24.0,0,95.0,35.0,1442.0,0.0,0.0,Dary Pottney,3438,1572.0,F,707,P
Earth,1,PSO J318.5-22,13.0,0,0.0,0.0,0.0,0.0,0.0,Chrisa Francock,9244,0.0,G,1489,S
Mars,0,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,Crunch Carté,4592,0.0,F,862,S
Earth,1,55 Cancri e,34.0,0,0.0,0.0,0.0,0.0,0.0,Teremy Wiggs,0983,0.0,G,149,S
Europa,0,TRAPPIST-1e,33.0,0,0.0,2107.0,0.0,15586.0,473.0,Ainkard Fanseld,7339,18166.0,E,474,P
Earth,0,TRAPPIST-1e,22.0,0,213.0,85.0,352.0,12.0,1.0,Aude Palmes,1991,663.0,E,146,S
Europa,0,55 Cancri e,27.0,0,226.60033250207815,21066.0,0.0,2448.0,2293.0,Unukath Sandul,1969,25807.0,C,75,S
Earth,0,TRAPPIST-1e,31.0,0,880.0,0.0,0.0,8.0,0.0,Berty Whiters,2682,888.0,G,434,P
Earth,0,55 Cancri e,22.0,0,0.0,15.0,0.0,548.0,124.0,Thel Olivasquez,8005,687.0,F,1528,S
Europa,1,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0,Winons Unprive,7729,0.0,C,251,P
Earth,0,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Garry Gibbsonton,8383,0.0,G,1368,P
Earth,0,TRAPPIST-1e,38.0,0,766.0,38.0,0.0,0.0,0.0,Bettie Gentledges,5404,804.0,F,1111,P
Earth,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,Vin Beston,4266,0.0,G,697,S
Earth,0,TRAPPIST-1e,9.0,0,0.0,0.0,0.0,0.0,0.0,Wilmay Coolerson,2892,0.0,G,469,P
Mars,0,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,Walls Paie,9231,0.0,F,1888,P
Earth,0,TRAPPIST-1e,24.0,0,0.0,5.0,0.0,2766.0,0.0,Eric Hicks,0372,2771.0,F,85,P
Earth,0,55 Cancri e,50.0,0,57.0,29.0,0.0,0.0,643.0,Ger Rigginsen,5742,729.0,F,1096,S
Europa,1,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,0.0,Muonon Oppont,5769,0.0,B,194,P
Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,1051.0,Helean Wagnerray,2640,1051.0,F,510,S
Earth,0,TRAPPIST-1e,35.0,0,0.0,88.0,718.0,46.0,0.0,Wilmay Pooley,1887,852.0,G,295,S
Mars,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,Sinkes Spien,8637,0.0,F,1773,P
Europa,0,TRAPPIST-1e,31.0,0,0.0,4655.0,135.0,2075.0,402.0,Mintard Pulgaly,8092,7267.0,D,238,S
Earth,0,TRAPPIST-1e,36.0,0,418.0,40.0,7.0,338.0,0.0,Berly Vinozarks,2877,803.0,F,592,P
Earth,0,TRAPPIST-1e,18.0,0,3.0,0.0,3.0,1773.0,0.0,Ralda Flynnis,8219,1779.0,G,1335,P
Earth,0,TRAPPIST-1e,27.0,0,0.0,593.0,0.0,259.0,0.0,Jodyn Foxter,7939,852.0,G,1281,S
Mars,1,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,Fal Berle,6751,0.0,E,446,S
Europa,0,55 Cancri e,33.0,1,0.0,16.0,12.0,2349.0,12.0,Sulah Poilsive,7097,2389.0,A,75,P
Earth,0,TRAPPIST-1e,30.0,0,0.0,2.0,0.0,690.0,86.0,Jennifer Salazar,7504,778.0,F,1552,P
Europa,1,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0,Sadalm Clumshangs,7437,0.0,B,279,S
Mars,0,TRAPPIST-1e,16.0,0,501.0,974.0,1164.0,0.0,0.0,Anch Opie,6901,2639.0,F,1321,S
Earth,0,TRAPPIST-1e,40.0,0,678.0,0.0,229.0,0.0,0.0,Maria Beck,7297,907.0,G,1188,S
Mars,0,PSO J318.5-22,25.0,0,1052.0,0.0,719.0,0.0,7.0,Caper Emead,0196,1778.0,D,5,P
Europa,1,55 Cancri e,42.0,0,0.0,0.0,0.0,0.0,0.0,Coxaron Unsive,6604,0.0,C,205,P
Earth,1,55 Cancri e,59.0,0,0.0,0.0,0.0,0.0,0.0,Andyn Ryanga,4918,0.0,G,794,P
Earth,1,PSO J318.5-22,26.0,0,0.0,0.0,0.0,0.0,0.0,Kaye Vandan,3565,0.0,G,583,P
Earth,0,TRAPPIST-1e,20.0,0,12.0,177.0,1110.0,0.0,0.0,Isaacy Newtontoss,5688,1299.0,F,1084,S
Earth,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,Wine Patthews,3626,0.0,G,586,S
Mars,0,TRAPPIST-1e,37.0,0,78.0,0.0,0.0,2948.0,0.0,Row Manie,3558,3026.0,D,115,P
Europa,1,55 Cancri e,42.0,0,0.0,0.0,0.0,0.0,0.0,Graviph Wincer,5856,0.0,B,199,P
Mars,0,TRAPPIST-1e,34.0,0,419.0,0.0,15.0,0.0,0.0,Gut Potie,6041,434.0,F,1248,P
Europa,0,55 Cancri e,34.0,0,0.0,3424.0,6.0,2445.0,1128.0,Ainkard Spandisket,7833,7003.0,B,305,S
Mars,0,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,Whead Swin,6458,0.0,E,431,S
Earth,0,TRAPPIST-1e,21.0,0,36.0,162.0,0.0,588.0,0.0,Fayene Popelacruz,4987,786.0,G,816,S
Europa,0,55 Cancri e,22.0,0,226.60033250207815,171.0,2233.0,1.0,800.0,Menkibi Poselfle,3662,3205.0,B,142,S
Mars,1,TRAPPIST-1e,45.0,0,0.0,0.0,0.0,0.0,0.0,Alus Upead,0016,0.0,F,5,P
Earth,0,TRAPPIST-1e,49.0,0,324.0,275.0,0.0,0.0,0.0,Lillia Kerristicey,3966,599.0,F,818,P
Earth,0,TRAPPIST-1e,39.0,0,2.0,0.0,0.0,2.0,787.0,Violan Holliams,7332,791.0,E,488,S
Europa,0,55 Cancri e,39.0,0,106.0,243.0,126.0,7.0,4967.0,Taurak Shricatory,4371,5449.0,C,158,S
Earth,1,55 Cancri e,7.0,0,0.0,0.0,0.0,0.0,0.0,Noname Doughan,3903,0.0,G,636,P
Earth,0,TRAPPIST-1e,22.0,0,60.0,48.0,0.0,0.0,500.0,Herita Brookenson,7739,608.0,F,1609,P
Earth,0,55 Cancri e,42.0,0,0.0,760.0,0.0,21.0,23.0,Thel Francock,2320,804.0,F,450,S
Mars,0,TRAPPIST-1e,67.0,0,443.0,0.0,1721.0,250.0,2.0,Hont Pead,1427,2416.0,F,275,S
Mars,0,TRAPPIST-1e,14.0,0,809.0,0.0,59.0,0.0,0.0,Frunad Cheen,5345,868.0,D,167,P
Europa,0,TRAPPIST-1e,29.0,0,0.0,1644.0,0.0,0.0,3780.0,Anchird Rotter,5925,5424.0,B,226,S
Earth,0,55 Cancri e,20.0,0,0.0,0.0,0.0,335.0,957.0,Frey Tranklinay,8815,1292.0,F,1818,P
Europa,0,TRAPPIST-1e,45.0,0,0.0,1897.0,0.0,880.0,605.0,Hamelik Reming,3353,3382.0,C,125,S
Europa,1,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,0.0,0.0,Ancham Heateele,0203,0.0,C,8,S
Earth,1,55 Cancri e,5.0,0,0.0,0.0,0.0,0.0,0.0,Stevey Water,7761,0.0,G,1246,P
Mars,0,TRAPPIST-1e,25.0,0,338.0,319.0,32.0,15.0,0.0,Kris Trad,7724,704.0,F,1472,S
Earth,1,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,Sharie Gallenry,1935,0.0,G,307,S
Earth,1,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,Chelly Pettyreeman,6280,0.0,G,1012,P
Earth,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,Kyley Hendrys,6900,0.0,G,1123,S
Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,Jeroy Beckeetter,5239,0.0,G,852,S
Europa,1,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,Sheleb Assibler,1918,0.0,A,23,S
Mars,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,Oakes Seche,2602,0.0,E,158,P
Mars,1,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,Whex Nutte,8537,0.0,F,1643,S
Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Daisya Flynner,8973,0.0,G,1446,S
Earth,0,TRAPPIST-1e,15.0,0,0.0,3137.0,0.0,0.0,0.0,Therry Parsoney,8411,3137.0,F,1726,P
Earth,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,Luison Mcinton,6746,0.0,G,1092,P
Earth,1,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0,Ralph Garrison,6447,0.0,G,1043,P
Earth,0,55 Cancri e,34.0,0,0.0,968.0,273.0,314.1307461692205,283.0,Mabela Hanner,6020,1524.0,F,1242,P
Mars,1,TRAPPIST-1e,38.0,0,0.0,0.0,0.0,0.0,0.0,Coakey Cort,5323,0.0,F,1091,P
Europa,1,TRAPPIST-1e,55.0,0,0.0,0.0,0.0,0.0,0.0,Sitron Statch,9057,0.0,B,296,P
Mars,0,TRAPPIST-1e,43.0,0,11.0,0.0,1297.0,38.0,0.0,Peefox Ruica,4951,1346.0,F,1010,P
Earth,0,TRAPPIST-1e,18.0,0,2.0,1311.0,60.0,28.0,1.0,Margia Morrodgers,1225,1402.0,F,244,P
Europa,0,55 Cancri e,31.0,1,0.0,27723.0,3.0,202.0,3146.0,Scharab Conale,1292,31074.0,B,55,S
Mars,0,55 Cancri e,19.0,0,1043.0,0.0,138.0,0.0,0.0,Range Bara,7045,1181.0,D,222,P
Earth,0,TRAPPIST-1e,18.0,0,1656.0,0.0,0.0,314.1307461692205,0.0,Bobbyn Coopelandez,1403,1656.0,E,86,P
Earth,1,55 Cancri e,21.0,0,0.0,0.0,0.0,0.0,0.0,Ren Midtt,8685,0.0,G,1400,S
Mars,0,TRAPPIST-1e,22.0,0,2413.0,0.0,53.0,1.0,0.0,Dooss Apple,6038,2467.0,F,1147,S
Mars,0,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,Flams Bate,5120,0.0,E,320,P
Europa,0,TRAPPIST-1e,32.0,0,1.0,470.0,0.0,1440.0,2114.0,Shamak Clumshangs,1540,4025.0,C,55,P
Earth,0,TRAPPIST-1e,39.0,0,14.0,583.0,310.0,0.0,0.0,Anniey Gallenry,6806,907.0,G,1104,S
Europa,0,TRAPPIST-1e,25.0,0,0.0,4313.0,0.0,175.0,60.0,Celavar Galoquid,5292,4548.0,C,206,S
Earth,1,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0,Kencey Moranthons,8504,0.0,G,1385,P
Mars,0,PSO J318.5-22,34.0,1,49.0,478.0,387.0,0.0,0.0,Anack Trad,1742,914.0,D,55,P
Earth,0,PSO J318.5-22,33.0,0,270.0,412.0,1.0,314.1307461692205,5.0,Thery Fredersend,2298,688.0,F,467,P
